id,mmsi,length,width,polarMode,centerLookAngle,heightspace,widthspace,path
Ship_C07S11N1673,413800092,112,18,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1674,413800331,67,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1675,413800373,99,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1676,413800603,82,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1677,413800645,116,19,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1678,413800655,93,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1679,413760932,103,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1680,413800681,35,5,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1681,413800682,21,6,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1682,413800836,80,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1683,413800975,110,20,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1684,413801452,87,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1685,413801514,77,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1686,413801546,100,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1687,413801597,44,8,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1688,413801643,62,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1689,413801777,64,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1690,413761545,91,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1691,413801924,40,7,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1692,413801925,50,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1693,413801929,106,18,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1694,413801961,120,20,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1695,413802164,118,20,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1696,413802166,105,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1697,413802647,92,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1698,413802858,100,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1699,413802954,93,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1700,413761577,94,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1701,413802959,30,6,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1702,413802982,65,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1703,413803531,28,6,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1704,413803533,97,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1705,413803658,60,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1706,413762079,87,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1707,413762176,55,10,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1708,200002640,0,0,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1709,413762251,58,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1710,413762289,98,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1711,413763803,56,9,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1712,413763963,60,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1713,413764416,96,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1714,413764431,60,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1715,413764554,89,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1716,413765884,95,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1717,413766138,95,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1718,412111122,50,6,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1719,413766175,70,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1720,413766177,89,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1721,413766212,94,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1722,413766818,55,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1723,413831505,68,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1724,413767218,97,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1725,413767401,65,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1726,413767876,86,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1727,413768072,80,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1728,413768221,90,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1729,413769386,76,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1730,412377310,108,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1731,413769946,66,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1732,413770208,75,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1733,413771439,99,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1734,413771461,85,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1735,413771482,75,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1736,413771504,44,8,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1737,413771588,89,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1738,413771613,67,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1739,412418190,90,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1740,413771706,0,0,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1741,413772076,83,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1742,413772221,119,18,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1743,413772269,62,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1744,413772419,76,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1745,413772472,85,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1746,413109073,70,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1747,413773657,106,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1748,413773928,91,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1749,413774472,82,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1750,413774937,70,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1751,413775829,99,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1752,413777101,43,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1753,413329980,97,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1754,413777136,79,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1755,413777733,95,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1756,413778504,78,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1757,413778511,99,16,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1758,413778895,57,9,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1759,413779021,55,10,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1760,413779043,106,17,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1761,413779555,43,8,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1762,413779629,72,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1763,413780266,77,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1764,413454960,63,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1765,413780296,81,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1766,413780309,88,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1767,413780469,44,8,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1768,413780599,44,9,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1769,413780665,69,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1770,413780721,82,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1771,413780794,88,15,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1772,413780946,66,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1773,413781401,75,13,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1774,413781662,57,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1775,413458250,116,22,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1776,413781668,57,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1777,413781699,110,19,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1778,413781773,62,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1779,413782185,58,11,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1780,413782434,54,9,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1781,413782707,58,12,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1782,413783337,80,14,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1783,413784245,112,19,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1784,413784466,107,18,DH,35.41,1.753911,1.124222,Other\Othertypeofship
Ship_C07S11N1785,150000473,78,14,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1786,413762574,45,15,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1787,413834249,26,5,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1788,413762577,45,13,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1789,413762909,85,14,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1790,413765882,90,15,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1791,413770447,103,16,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1792,413772726,90,16,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1793,413773551,100,16,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1794,413774339,75,13,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1795,413774853,110,19,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1796,150203220,0,0,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1797,150204104,50,12,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1798,200000201,0,0,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1799,413760433,92,15,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1800,413762528,75,13,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1801,413825962,43,8,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,413762554,75,13,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1802,,,,DV,31.57,1.540392,1.124222,Other\Othertypeofship
Ship_C07S11N1824,412312023,0,0,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1825,412325716,33,6,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1826,412325803,0,0,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1827,412325959,25,6,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1827,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,412326235,20,6,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1829,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1837,412369865,20,5,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1838,126287293,79,16,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1839,412369889,0,0,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1840,412378956,0,0,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1841,412501180,86,13,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1842,413000100,50,16,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1843,413189000,199,32,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1844,140000031,40,6,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1845,413300640,76,11,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1846,413303070,106,16,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1847,413304910,94,22,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1848,413323990,28,9,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1849,413556260,114,27,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1850,414069000,199,32,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,900022259,40,6,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1851,,,,DV,33.54,1.707937,1.124222,Other\Othertypeofship
Ship_C07S11N1862,412301020,80,23,DV,33.54,1.707884,1.124222,Other\Othertypeofship
Ship_C07S11N1863,412325716,33,6,DV,33.54,1.707884,1.124222,Other\Othertypeofship
Ship_C07S11N1864,413296658,0,0,DV,33.54,1.707884,1.124222,Other\Othertypeofship
Ship_C07S11N1865,413315000,57,12,DV,33.54,1.707884,1.124222,Other\Othertypeofship
Ship_C07S11N1866,413570750,81,18,DV,33.54,1.707884,1.124222,Other\Othertypeofship
Ship_C07S11N1867,244003000,108,16,DH,33.54,1.716149,1.124222,Other\Othertypeofship
Ship_C07S11N1868,248071000,127,20,DH,33.54,1.716149,1.124222,Other\Othertypeofship
Ship_C07S11N1869,211384950,46,10,DH,33.54,1.716149,1.124222,Other\Othertypeofship
Ship_C07S11N1870,211386450,66,10,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1870,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,211734040,81,11,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1880,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,219019934,31,13,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1890,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,259468000,129,18,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1901,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,275462000,88,11,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1912,,,,DH,33.54,1.716088,1.124222,Other\Othertypeofship
Ship_C07S11N1945,210364894,44,10,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1945,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,211282410,44,10,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1955,,,,DH,33.54,1.716028,1.124222,Other\Othertypeofship
Ship_C07S11N1965,2190045,0,0,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1966,219004647,32,7,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1967,212688000,80,20,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1968,219013938,78,16,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1969,219017273,15,3,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1970,218657000,140,44,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1971,219042000,45,12,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1972,231069000,40,8,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1973,235102532,25,10,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1974,341741000,30,8,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1975,219000771,13,11,DH,33.54,1.715848,1.124222,Other\Othertypeofship
Ship_C07S11N1975,,,,DH,33.54,1.715848,1.124222,Other\Othertypeofship
